ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	CBGroupList	ExampleSit	ExpList	ExpList.Cycle	ExpList.Sample	GroupDescription	GroupNR	InstrMIP3.ACC	InstrMIP3.CRESP	InstrMIP3.DurationError	InstrMIP3.OnsetDelay	InstrMIP3.OnsetTime	InstrMIP3.OnsetToOnsetTime	InstrMIP3.RESP	InstrMIP3.RT	InstrMIP3.RTTime	IntExpList	IntExpList.Cycle	IntExpList.Sample	MoodDes	MoodDes2	MoodDes3	MoodDesLW	Procedure[Block]	resp	Running[Block]	Task	Trial	AffectGrid	AffectGrid.Cycle	AffectGrid.Sample	Arousal	MoodQuestions	MoodQuestions.Cycle	MoodQuestions.Sample	Pleasure	Procedure[Trial]	Question	QuestSlide.RESP	QuestSlide.RT	Running[Trial]
Mood	40	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">68562243773</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-1	60.004	1.0.0.399	1	-156564721	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 14:15:31	15:15:31	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	7932	MoodQuestions
Mood	40	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">68562243773</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-1	60.004	1.0.0.399	1	-156564721	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 14:15:31	15:15:31	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	2826	MoodQuestions
Mood	40	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">68562243773</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-1	60.004	1.0.0.399	1	-156564721	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 14:15:31	15:15:31	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	2813	MoodQuestions
Mood	40	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">68562243773</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T14:15:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-1	60.004	1.0.0.399	1	-156564721	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 14:15:31	15:15:31	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	3				8	AffectGridProc				AffectGrid
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	1	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 				S	2										1	1	1	sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	InitializeProc		IntExpList															
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	6				5	AffectGridProc				AffectGrid
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	3	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 	1	1	1	S	2	1		0	0	114536	600051		0	0				sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	MoodProc	?	ExpList	Music														
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	5				3	AffectGridProc				AffectGrid
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	7063	MoodQuestions
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	3	6944	MoodQuestions
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	6022	MoodQuestions
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	3897	MoodQuestions
Mood	40	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">3547121165</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-08T15:24:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-40-2	60.005	1.0.0.399	1	-747208034	Professional	2.0.10.356	2.0.10.356	03-08-2019	8-3-2019 15:24:51	16:24:51	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	5				3	AffectGridProc				AffectGrid
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	1	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 				S	2										1	1	1	sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	InitializeProc		IntExpList															
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	8				9	AffectGridProc				AffectGrid
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	3	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 	1	1	1	S	2	1		0	0	124026	600035		0	0				sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	MoodProc	?	ExpList	Music														
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	6				2	AffectGridProc				AffectGrid
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	19026	MoodQuestions
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	5244	MoodQuestions
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	3006	MoodQuestions
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	4	5330	MoodQuestions
Mood	42	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312714</Frequency><Timestamp dt:dt="r8">41325785987</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-12T12:13:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-42-1	60.005	1.0.0.399	1	-1623247505	Professional	2.0.10.356	2.0.10.356	03-12-2019	12-3-2019 12:13:47	13:13:47	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	4				4	AffectGridProc				AffectGrid
